StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Screen 1,Screen 2,End Coordinate,Start Coordinate,Q6,1_Q10,2_Q10,3_Q10,4_Q10,5_Q10,6_Q10,7_Q10,8_Q10,9_Q10,10_Q10,11_Q10,12_Q10,13_Q10,14_Q10,15_Q10,16_Q10,17_Q10,18_Q10,19_Q10,20_Q10,21_Q10,22_Q10,23_Q10,24_Q10,25_Q10,26_Q10,27_Q10,28_Q10,29_Q10,30_Q10,participantId,assignmentId,projectId
2023-02-17 14:00:51,2023-02-17 14:01:07,IP Address,68.12.63.11,100,16,True,2023-02-17 14:01:08,R_3g7n8EWLNcxXrSH,,,,,35.4312,-97.4934,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3C652518CF894814AF42F176F6131E48,dfaacc9e-fc67-43a4-8eb1-c0d88b0e7cfb,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:02,2023-02-17 14:01:08,IP Address,96.227.122.8,100,5,True,2023-02-17 14:01:09,R_3nwvTP1SuypbZyw,,,,,40.1463,-74.8306,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D7159C7357874F33AB710F6115EBA901,c21b4d58-a5c1-4f0d-8110-66edc6298bcd,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:05,2023-02-17 14:01:12,IP Address,24.89.25.50,100,6,True,2023-02-17 14:01:12,R_re9WrnnpCWEOJBD,,,,,39.6343,-77.7337,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5F7A135D49894B5483A61E1EB78BB6DA,dbe7f35c-2a18-4126-9ad3-dd1a16320def,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:07,2023-02-17 14:01:14,IP Address,45.18.161.24,100,7,True,2023-02-17 14:01:15,R_1NFjsqxWNsZEmSR,,,,,35.8677,-86.4174,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F8FAFCF5442455CAF4C9CFF8620AB7E,bf435008-6403-4d4b-9b21-80267afb8990,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:04,2023-02-17 14:01:15,IP Address,75.46.176.148,100,10,True,2023-02-17 14:01:15,R_2zx0MX4nsKf60K3,,,,,38.1879,-90.4286,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21C4AF92AA6344FDA54271D9376380DA,af6eeb94-ccc1-4de9-8f16-0e31cb8a16e8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:00:49,2023-02-17 14:01:16,IP Address,99.76.43.126,100,26,True,2023-02-17 14:01:17,R_3EZoA1E9qUIPyqu,,,,,35.16,-89.7768,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168A80A384A4335AE948A0E7BED699A,63c5f71d-79d9-4f51-b698-ed11de3655e6,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:21,2023-02-17 14:01:24,IP Address,76.156.172.168,100,3,True,2023-02-17 14:01:25,R_2xV5XkJYJ3DA5T0,,,,,45.1181,-93.3078,anonymous,EN,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA3EB465445C4FE5974DF970C3CB6FBF,686d5835-bc3b-465b-8736-328bf0f6fadb,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:19,2023-02-17 14:01:26,IP Address,173.47.103.63,100,7,True,2023-02-17 14:01:28,R_23fX2O3fSBgkOTE,,,,,33.5497,-88.4872,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA55C241CEDF4FD3A1B6153F5CC29098,1dff6ddb-5ed0-46cb-b21d-4ac6ae1c0d19,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:21,2023-02-17 14:01:27,IP Address,45.18.161.24,100,6,True,2023-02-17 14:01:29,R_1lzQTeIBUIgerD7,,,,,35.8677,-86.4174,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1F8FAFCF5442455CAF4C9CFF8620AB7E,bf435008-6403-4d4b-9b21-80267afb8990,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:21,2023-02-17 14:01:30,IP Address,47.144.50.42,100,9,True,2023-02-17 14:01:32,R_2zkhaUnWttYL3wk,,,,,34.2193,-118.9842,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35C1513C56B0434C950E7DF6D3E95155,d9b5c1de-c0f8-4566-a69f-ad4e33a49c75,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:23,2023-02-17 14:01:34,IP Address,184.75.146.242,100,11,True,2023-02-17 14:01:35,R_2TuhGafp3Ho6Idt,,,,,42.6969,-84.5464,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DCE159BEC1C64CBA9AA794EC01939247,bb52bf80-e7a8-4f9f-8cc4-3e812cd5d1d9,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:31,2023-02-17 14:01:37,IP Address,98.243.132.150,100,5,True,2023-02-17 14:01:37,R_3oXbmPSOZWWL77J,,,,,42.2709,-83.7268,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAD0DF2D1B764E0A89DF9F9919DCCF97,3d6d4c8d-460d-4bb0-b7d5-57a321a909fb,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:29,2023-02-17 14:01:38,IP Address,76.156.172.168,100,8,True,2023-02-17 14:01:39,R_1r0wUcygIdT8GfE,,,,,45.1181,-93.3078,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DA3EB465445C4FE5974DF970C3CB6FBF,686d5835-bc3b-465b-8736-328bf0f6fadb,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:05,2023-02-17 14:01:39,IP Address,68.4.232.99,100,34,True,2023-02-17 14:01:39,R_3etog8qZ8yjzo0V,,,,,33.7421,-118.3102,anonymous,EN,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F059949235A04E8CA8DCA82E20D62966,5a730d3a-d421-4f39-a109-2aae4f49c081,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:19,2023-02-17 14:01:39,IP Address,76.82.224.196,100,20,True,2023-02-17 14:01:40,R_1pmrrNiViSc7AUq,,,,,34.0544,-118.244,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6FDE5A8F18624C1FBF96DE9425119BF6,ed214285-0ce4-428b-80fe-380bfbedbee9,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:30,2023-02-17 14:01:40,IP Address,172.87.165.133,100,10,True,2023-02-17 14:01:41,R_3lQCaLdzAlHmFYv,,,,,29.7646,-95.3657,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B151F664E9674DEA93BB2D1BB1B59704,63421d07-495a-4518-a2f8-7dce81248648,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:26,2023-02-17 14:01:45,IP Address,99.103.46.231,100,18,True,2023-02-17 14:01:47,R_Rm3edm90AqccPn3,,,,,41.7489,-87.8324,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708F558790154727BB299AD112BBF140,dc9c6dfa-747f-4b34-978c-d1ca1608ffa5,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:37,2023-02-17 14:01:49,IP Address,173.170.197.182,100,12,True,2023-02-17 14:01:50,R_1EWmnMwH6rOtMBF,,,,,28.3836,-82.511,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49E106FCE32C460C926F7EA868E360E7,ba7f8325-cfa1-4adb-a414-c34627fd4d65,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:19,2023-02-17 14:01:50,IP Address,152.44.209.67,100,30,True,2023-02-17 14:01:51,R_2veOOFul9sFNeil,,,,,47.6451,-122.0425,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2A0C5AA02E70471EACA4709168787445,7335eec5-6ddf-4b50-a8d2-2f79bb634e18,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:28,2023-02-17 14:01:52,IP Address,129.2.180.118,100,24,True,2023-02-17 14:01:54,R_PSBS9sWih3APnrj,,,,,38.994,-76.9519,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3935918F35E64579B7C981EEF89A4D95,bf0420ac-0924-44cf-ae09-82f808368f83,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:34,2023-02-17 14:01:53,IP Address,172.56.152.72,100,19,True,2023-02-17 14:01:54,R_1JVnQdh2sjXIwEQ,,,,,45.5587,-122.609,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A07E42DEB5924CD3BA76956E4DD9A0FE,e171c57e-56b9-47b8-b934-16746a0935e9,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:50,2023-02-17 14:02:01,IP Address,99.42.41.84,100,10,True,2023-02-17 14:02:03,R_29LVUCzJKRRvwSR,,,,,30.0736,-95.6203,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BECF2F9B16A940B6AF998E88A451A254,0c076296-ed10-4416-bebf-50d266626a31,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:49,2023-02-17 14:02:02,IP Address,76.221.131.166,100,13,True,2023-02-17 14:02:03,R_cAaTXvM2kqepKF3,,,,,33.8782,-117.9567,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71FD08634AC34DE0823E8753D518194C,e0e7a958-f91d-4145-a6c1-abda17465b82,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:03,2023-02-17 14:02:06,IP Address,172.58.136.7,100,3,True,2023-02-17 14:02:07,R_3q8wyxeNdbThxXK,,,,,37.751,-97.822,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FD2DE0D085584BCEB90B79203861501D,9cc79e10-9b89-4927-a762-0d918fd74f37,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:23,2023-02-17 14:02:07,IP Address,69.23.196.33,100,44,True,2023-02-17 14:02:08,R_2ByYWKGAjA5gVJU,,,,,31.3432,-85.844,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868CFCE270B747758BADCED475B7885D,e9e3c916-170a-4172-90eb-87ba2020a950,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:58,2023-02-17 14:02:10,IP Address,50.5.186.188,100,12,True,2023-02-17 14:02:11,R_voX36nD17w52yel,,,,,39.4025,-84.522,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621E78CF5A214ED9986F16214973535A,f90442cb-1b33-4641-bd56-6fbc36f48ae8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:31,2023-02-17 14:02:11,IP Address,67.8.55.252,100,40,True,2023-02-17 14:02:12,R_eIPFKqUPQAmV5V7,,,,,28.5344,-81.3783,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3880C72DF6714D9F8722A987549DAB2B,5a99554f-d307-4ee5-8c6a-aa600609ff58,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:35,2023-02-17 14:02:11,IP Address,47.217.143.247,100,36,True,2023-02-17 14:02:13,R_3DvcIzETAI17quY,,,,,35.7445,-95.3451,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9404FA0A816C42A8A1E9DD4FD0AD497C,f70ac3a1-4be4-4ebb-a88c-96b2c540dcd9,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:05,2023-02-17 14:02:12,IP Address,69.76.44.159,100,6,True,2023-02-17 14:02:13,R_2VDtTcwZb2aJNlx,,,,,37.7538,-87.0779,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5FDB3BC862C84D0E943E024F2405F0E7,109e4ede-5650-493d-9a35-fc046aad13f4,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:08,2023-02-17 14:02:13,IP Address,73.149.186.215,100,5,True,2023-02-17 14:02:13,R_2CZKJYPgELQsRjs,,,,,42.3649,-71.0987,anonymous,EN,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510AEE74370491D94A79DB96D23E1DB,77d7b3e7-25a6-4242-9044-93644dac4f95,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:06,2023-02-17 14:02:13,IP Address,68.40.62.88,100,7,True,2023-02-17 14:02:14,R_2dHeoeekJUdMAA9,,,,,42.3068,-83.7059,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3BD702104AF48F9AE1A7F2E8E7A3C7C,cdea1240-104c-4016-8536-b25ebfcb5009,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:11,2023-02-17 14:02:17,IP Address,74.110.136.192,100,5,True,2023-02-17 14:02:18,R_3oFshSQPu2bWZr5,,,,,37.7252,-77.5546,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,748E1E3C235C42558E4AAC832699E5C7,c24cb882-d509-4825-bb57-e08d0421e18a,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:00:57,2023-02-17 14:02:17,IP Address,72.133.212.164,100,79,True,2023-02-17 14:02:18,R_1jVUmzyL4dCml9h,,,,,41.2639,-80.8164,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85DDE07013CC43B083117014A898A92C,47b9c35b-1f68-4012-8d2a-9053ae03a0e7,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:52,2023-02-17 14:02:17,IP Address,69.253.215.103,100,24,True,2023-02-17 14:02:18,R_1nZVH5IYL6QbwJv,,,,,39.9544,-75.1657,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553644D1F8AE4AB39FE3AA8A1FC8E5C4,8a96763f-6e32-4520-82cf-82d7eed379b5,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:36,2023-02-17 14:02:18,IP Address,172.56.112.93,100,42,True,2023-02-17 14:02:19,R_28GtedvYwwdDzdi,,,,,41.8578,-71.4377,anonymous,EN,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4F998834F4BE476D82745B47B37BC26E,8ddbb26d-4e7c-4057-b27b-dd86099e08b8,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:12,2023-02-17 14:02:19,IP Address,74.134.193.228,100,6,True,2023-02-17 14:02:21,R_3ewB5ocECkeycmp,,,,,40.2738,-81.8662,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757FE5C2BDEA411B93086A88D58EFF5E,f0cbdb5b-8025-48a6-953a-9de8cdb81b13,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:52,2023-02-17 14:02:18,IP Address,74.106.3.165,100,26,True,2023-02-17 14:02:21,R_2Cd19LeeUWqS0s5,,,,,43.122,-76.1229,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87892FE4AFB94BE49E3FB5095F4111CC,06aef9c8-ff8c-4326-8073-398241822363,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:06,2023-02-17 14:02:21,IP Address,172.58.45.24,100,15,True,2023-02-17 14:02:23,R_9uDlD30ZQvAM18J,,,,,43.6165,-116.2001,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FE5215A81567489FBC60930236B1C65E,c1e5ead0-065b-4c15-9cbb-c58c0f8e28c5,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:44,2023-02-17 14:02:22,IP Address,76.82.224.196,100,38,True,2023-02-17 14:02:23,R_2wvITJFSIy3Y0BB,,,,,34.0544,-118.244,anonymous,EN,Yes,,F5,F5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6FDE5A8F18624C1FBF96DE9425119BF6,ed214285-0ce4-428b-80fe-380bfbedbee9,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:24,2023-02-17 14:02:22,IP Address,102.89.43.63,100,57,True,2023-02-17 14:02:23,R_UPUacEOUdPyhM9r,,,,,6.4474,3.3903,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC1B04726C924AD9AAB3FB523564B782,ec2afefa-d521-4f6e-931c-91f94683bcc6,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:19,2023-02-17 14:02:25,IP Address,71.227.9.109,100,5,True,2023-02-17 14:02:27,R_3Pjh0bZg726PxnE,,,,,42.641,-83.4742,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AF702843D08345DDB622016021A53AD9,15b05b0d-983e-41f1-b693-cc4cf2bd716f,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:19,2023-02-17 14:02:25,IP Address,68.204.203.208,100,6,True,2023-02-17 14:02:28,R_32600bcJUy9vzUL,,,,,28.5274,-81.6012,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B19D08B7E13D4CBFB503C08C6E51FF96,e4b990fd-38f8-4b8a-ba56-65bd1ef09b99,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:28,2023-02-17 14:02:33,IP Address,24.160.113.203,100,4,True,2023-02-17 14:02:34,R_2afdebAuXaWlAU6,,,,,27.9032,-82.2911,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D088DADA050E4D4DA745C476BC0D1A39,3d61d709-2f0d-4858-ab8e-a5b87f1023fd,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:31,2023-02-17 14:02:35,IP Address,192.206.56.1,100,3,True,2023-02-17 14:02:36,R_12t1cCcIsp3yTx7,,,,,37.6692,-97.2754,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6F5EC83A98E84AA79E8D97B4A7ADC0FE,dc489fab-e6ba-4a81-b043-da4fd9ba85d0,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:23,2023-02-17 14:02:35,IP Address,68.235.133.159,100,11,True,2023-02-17 14:02:36,R_337852NxAhe4jQD,,,,,34.9054,-98.3674,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCB79CA5BC314B18981A5B1DFFED837A,7400d965-799c-4f6f-b3ee-8304e61d682c,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:13,2023-02-17 14:02:36,IP Address,71.245.7.184,100,82,True,2023-02-17 14:02:38,R_2SAJwrJlIehK7CV,,,,,40.7956,-77.0427,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1671DDEC3B04444A47561CBA60B8760,b6c2219e-aeab-47af-95b0-8b98acd6a9de,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:33,2023-02-17 14:02:38,IP Address,98.209.26.40,100,5,True,2023-02-17 14:02:39,R_24JjruoDgo6TY56,,,,,42.9469,-85.6206,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4011BD6A0096462BA54FCABA0D27B88D,c8d9af67-c371-4de5-ad38-adddd3dc7bf2,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:29,2023-02-17 14:02:39,IP Address,73.6.21.15,100,10,True,2023-02-17 14:02:40,R_a5xBCqdVsJxL38d,,,,,29.7646,-95.3657,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEFF30325B8F4CA49BC11A8C9FABE581,86e9c91c-cd99-41bd-a225-b964c8888409,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:20,2023-02-17 14:02:39,IP Address,162.83.165.15,100,19,True,2023-02-17 14:02:40,R_2EGldqHIDZaew7k,,,,,40.6221,-73.981,anonymous,EN,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08B550F7A9804A5E86AB5236758A323C,63e8afb1-a004-40c1-9747-d946e6f8928d,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:30,2023-02-17 14:02:39,IP Address,72.133.162.13,100,9,True,2023-02-17 14:02:40,R_urEqYqL8Pv8f8mB,,,,,42.6058,-87.8762,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1BF03C98CA94768B24A963BAD80E128,529f4e77-e28b-4d3f-a28a-f5f25bbfd71a,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:32,2023-02-17 14:02:41,IP Address,162.221.219.14,100,8,True,2023-02-17 14:02:41,R_2ri7oPXPJpgk8TR,,,,,37.9824,-84.4797,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9DC142AEFFEF4BA593D81CFC55503CE9,c9a52bff-f384-419e-97f1-6a8cecee1907,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:38,2023-02-17 14:02:44,IP Address,98.109.0.73,100,6,True,2023-02-17 14:02:45,R_2R3xLlwAi3qmDCG,,,,,40.8557,-74.9427,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8DBE442A36DD44648908CCF06EE4F3B3,1dcbbeb6-4ea5-436e-9f50-d359a6d7b59e,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:39,2023-02-17 14:02:45,IP Address,73.201.64.152,100,5,True,2023-02-17 14:02:47,R_3eaDCDczvENREqY,,,,,38.894,-77.0365,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEED8042BDD94ED68333DF508C867BCC,424ff3fa-f4fc-4220-8b34-41dd85d85e58,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:33,2023-02-17 14:02:47,IP Address,73.239.155.230,100,14,True,2023-02-17 14:02:48,R_eL3kx0a5SSxU3Zv,,,,,47.666,-117.4359,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8511A12D7FCB4348BCB8BCB93A68F68A,98dc098d-cd1f-439c-855f-26da9c45d183,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:42,2023-02-17 14:02:52,IP Address,74.205.133.157,100,9,True,2023-02-17 14:02:53,R_qyIzgdgwfYPjBS1,,,,,35.0614,-85.2478,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6408E42A9E7941A19BAB22D7D7AA2ACB,26c8c5b8-2164-4ae6-8c8f-d0ec2c2ae1b3,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:52,2023-02-17 14:02:53,IP Address,172.58.45.167,100,61,True,2023-02-17 14:02:55,R_2tx0SmqAXhMeEfk,,,,,43.6165,-116.2001,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672F4DCD594B4E6E93C1B8F01099B197,cee49c2b-322c-43d7-9c5d-2e86e53f70f6,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:47,2023-02-17 14:02:54,IP Address,99.75.53.174,100,7,True,2023-02-17 14:02:57,R_2ymvBsrrTjKV4Y6,,,,,42.0003,-88.1422,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8344B8C5451E4B6A8D0EB1E07DAB6163,43b3539d-9d39-4807-b397-a001ee459030,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:30,2023-02-17 14:02:56,IP Address,73.123.37.17,100,26,True,2023-02-17 14:02:58,R_1Id3UnXcrApJWVC,,,,,42.5301,-71.7553,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36E93D2048D348D0854D1A880BC1CB99,957f65de-6dd2-46b1-9da0-676da2d4aa7b,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:42,2023-02-17 14:02:58,IP Address,107.182.138.166,100,16,True,2023-02-17 14:02:59,R_3nixPXrmXzDoFMh,,,,,33.5682,-116.7201,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0FE53615B3994438AB1E3F45C363ECB6,87b1d6f8-1fcb-4f9e-b80b-148d4853e969,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:48,2023-02-17 14:02:58,IP Address,102.89.43.63,100,10,True,2023-02-17 14:02:59,R_3g2fS5oCa27I7lc,,,,,6.4474,3.3903,anonymous,EN,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FC1B04726C924AD9AAB3FB523564B782,ec2afefa-d521-4f6e-931c-91f94683bcc6,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:01:56,2023-02-17 14:02:56,IP Address,68.81.42.79,100,59,True,2023-02-17 14:03:00,R_2f8vMNEvPNG85Vr,,,,,40.2684,-75.3903,anonymous,EN,Yes,,D18,D18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E2047E298CF54A09AC5096D16E35328E,a52a8d3b-308c-413e-8548-95708be6087e,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
2023-02-17 14:02:49,2023-02-17 14:02:58,IP Address,73.113.168.136,100,9,True,2023-02-17 14:03:01,R_21tzW8vCGgYNBj3,,,,,36.0014,-83.9125,anonymous,EN,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7FC54A2BBBA844EC88AC2A5565845AC7,78b11389-43da-4871-a641-feb43c11d294,a0f04dc4-e92a-4aec-b9a0-5b5bfc1fd47a
